id_number,place,cat_place,age_category,sex,2.5km_seconds,5km_seconds,7.5km_seconds,total_seconds
18278,16245,3243.0,45-54,M,859.0,1706.0,2574.0,3558
18279,26457,5225.0,23-34,M,,2068.0,3047.0,4247
18280,21372,1332.0,55+,M,917.0,1833.0,2725.0,3863
18281,4693,1563.0,35-44,M,732.0,1403.0,2082.0,2898
18283,29517,5222.0,45-54,M,1042.0,2094.0,3112.0,4556
18284,21847,5253.0,35-44,M,1055.0,1982.0,2867.0,3896
18285,14438,3857.0,35-44,M,917.0,1719.0,2508.0,3470
18287,33199,1029.0,16-19,M,930.0,1905.0,3420.0,5264
18288,13795,809.0,55+,M,789.0,1603.0,2454.0,3437
18290,30798,1938.0,55+,M,1129.0,2145.0,3151.0,4743
18293,5483,1145.0,45-54,M,761.0,1474.0,2171.0,2954
18294,24326,1541.0,55+,M,980.0,1994.0,3047.0,4077
18295,6980,254.0,20-22,M,820.0,1567.0,2259.0,3046
18296,811,305.0,35-44,M,568.0,1154.0,1738.0,2441
18297,4150,1132.0,23-34,M,689.0,1378.0,2045.0,2856
18298,17930,3972.0,23-34,M,785.0,1651.0,2548.0,3643
18301,31860,6881.0,35-44,M,1153.0,2372.0,3371.0,4914
18336,26714,6063.0,35-44,M,1078.0,2088.0,3095.0,4268
18338,16848,3786.0,23-34,M,942.0,1824.0,2659.0,3588
18339,932,342.0,35-44,M,589.0,1184.0,1767.0,2461
18340,28242,5461.0,23-34,M,1102.0,2097.0,3022.0,4416
18461,11511,3255.0,35-44,M,833.0,1625.0,2408.0,3322
18462,15775,3178.0,45-54,M,,1717.0,2530.0,3537
18463,23407,660.0,20-22,M,1100.0,2013.0,2854.0,4008
18464,3443,1184.0,35-44,M,672.0,1329.0,1988.0,2798
18465,4201,1411.0,35-44,M,755.0,1435.0,2087.0,2860
18467,13417,543.0,16-19,M,978.0,1768.0,2523.0,3417
18468,19350,4791.0,35-44,M,892.0,1780.0,2659.0,3732
18469,3430,129.0,20-22,M,713.0,1382.0,2047.0,2797
18470,25572,5869.0,35-44,M,,1850.0,2812.0,4171
18471,14891,3427.0,23-34,M,,1755.0,2554.0,3491
18473,1489,404.0,23-34,M,609.0,1215.0,1814.0,2568
18474,3335,902.0,23-34,M,700.0,1341.0,1986.0,2789
18475,10650,2546.0,23-34,M,888.0,1642.0,2399.0,3276
18476,18629,4102.0,23-34,M,894.0,1747.0,2598.0,3686
18477,1014,206.0,45-54,M,623.0,1215.0,1787.0,2477
18478,22446,5360.0,35-44,M,1120.0,2094.0,2935.0,3938
18479,12633,720.0,55+,M,784.0,1567.0,2377.0,3379
18480,23626,1499.0,55+,M,981.0,1914.0,2836.0,4023
18481,3046,1057.0,35-44,M,700.0,1356.0,1989.0,2761
18484,1596,323.0,45-54,M,652.0,1271.0,1876.0,2587
18485,2282,86.0,20-22,M,,1299.0,1929.0,2675
18486,4773,1586.0,35-44,M,,1434.0,2091.0,2905
18487,10827,2586.0,23-34,M,,1581.0,2345.0,3288
18488,1928,507.0,23-34,M,680.0,1310.0,1924.0,2637
18489,1648,337.0,45-54,M,625.0,1251.0,1860.0,2593
18490,8358,1790.0,45-54,M,723.0,1463.0,2213.0,3138
18491,9336,2288.0,23-34,M,739.0,1481.0,2258.0,3196
18492,30107,1905.0,45-54,F,1084.0,2164.0,3117.0,4632
18493,12141,428.0,20-22,M,941.0,1715.0,2525.0,3353
18494,24082,4493.0,45-54,M,,2027.0,2943.0,4060
18495,7179,1514.0,45-54,M,776.0,1508.0,2233.0,3059
18496,12989,2701.0,45-54,M,833.0,1661.0,2448.0,3397
18497,30191,5714.0,23-34,M,1090.0,2131.0,3156.0,4644
18498,5142,1369.0,23-34,M,697.0,1396.0,2107.0,2931
18499,854,318.0,35-44,M,623.0,1224.0,1795.0,2448
18516,20053,3878.0,45-54,M,985.0,1852.0,2693.0,3776
18517,12527,2931.0,23-34,M,811.0,1589.0,2394.0,3373
18518,6995,1802.0,23-34,M,819.0,1527.0,2209.0,3047
18519,9626,2063.0,45-54,M,821.0,1597.0,2337.0,3215
18520,28664,5519.0,23-34,M,,1980.0,2951.0,4463
18596,18331,4607.0,35-44,M,739.0,1689.0,2599.0,3668
18598,1180,45.0,20-22,M,610.0,1201.0,1810.0,2512
18628,8510,2575.0,35-44,M,796.0,1551.0,2281.0,3148
18629,13281,743.0,23-34,F,844.0,1662.0,2464.0,3411
18630,6669,1730.0,23-34,M,810.0,1523.0,2205.0,3027
18631,23881,5586.0,35-44,M,973.0,1960.0,2925.0,4045
18632,12936,3012.0,23-34,M,775.0,1574.0,2388.0,3395
18634,18858,4704.0,35-44,M,,1953.0,2738.0,3701
18701,4918,1628.0,35-44,M,770.0,1479.0,2150.0,2915
18748,5495,1147.0,45-54,M,744.0,1454.0,2133.0,2955
18749,2904,1017.0,35-44,M,683.0,1319.0,1968.0,2746
18751,13008,2705.0,45-54,M,783.0,1584.0,2392.0,3398
18752,11883,3319.0,35-44,M,,1695.0,2481.0,3340
18753,845,315.0,35-44,M,619.0,1219.0,1788.0,2447
18754,567,217.0,35-44,M,599.0,1175.0,1735.0,2374
18755,19021,4730.0,35-44,M,844.0,1735.0,2628.0,3711
18758,28345,320.0,16-19,F,1005.0,2050.0,3171.0,4429
18759,152,25.0,45-54,M,514.0,1040.0,1555.0,2156
18760,15969,637.0,45-54,F,938.0,1816.0,2626.0,3546
18826,28808,6390.0,35-44,M,1095.0,2114.0,3091.0,4479
18827,22669,4698.0,23-34,M,996.0,1887.0,2781.0,3955
18828,25883,5930.0,35-44,M,1081.0,2052.0,2969.0,4197
18829,5248,1716.0,35-44,M,761.0,1455.0,2124.0,2937
18830,18319,4044.0,23-34,M,897.0,1772.0,2623.0,3667
18831,5054,1340.0,23-34,M,701.0,1395.0,2087.0,2925
18832,5141,225.0,16-19,M,739.0,1377.0,2060.0,2931
18833,5294,1401.0,23-34,M,713.0,1422.0,2084.0,2941
18834,26223,5186.0,23-34,M,1049.0,2062.0,3056.0,4228
18835,2010,531.0,23-34,M,692.0,1344.0,1951.0,2648
18836,29934,6566.0,35-44,M,1107.0,2153.0,3151.0,4607
18837,7148,1832.0,23-34,M,,1520.0,2217.0,3057
18838,327,99.0,23-34,M,529.0,1077.0,1621.0,2280
18839,26116,5174.0,23-34,M,1050.0,2082.0,3012.0,4219
18840,33487,6056.0,23-34,M,1186.0,2507.0,3753.0,5393
18841,111,40.0,23-34,M,503.0,1015.0,1522.0,2123
18842,33554,3842.0,23-34,F,,2517.0,4028.0,5424
18844,11480,2427.0,45-54,M,814.0,1589.0,2370.0,3320
18845,31152,5812.0,23-34,M,1134.0,2251.0,3327.0,4792
18846,9237,2749.0,35-44,M,751.0,1496.0,2253.0,3190
18847,14897,3948.0,35-44,M,868.0,1715.0,2527.0,3492
18848,27586,4959.0,45-54,M,1055.0,2054.0,3083.0,4348
18851,31151,6768.0,35-44,M,1045.0,2119.0,3152.0,4792
18852,169,55.0,23-34,M,491.0,1014.0,1538.0,2170
18854,12207,496.0,16-19,M,811.0,1606.0,2404.0,3356
18855,23320,4797.0,23-34,M,992.0,1945.0,2885.0,4002
18856,5272,1399.0,23-34,M,726.0,1416.0,,2939
18857,14880,595.0,16-19,M,,1495.0,2404.0,3491
18858,11322,3216.0,35-44,M,751.0,1494.0,2307.0,3313
18859,211,75.0,35-44,M,523.0,1076.0,1593.0,2213
18860,23905,4872.0,23-34,M,1023.0,1993.0,2874.0,4047
18861,19069,4167.0,23-34,M,956.0,1781.0,2593.0,3714
18862,1888,704.0,35-44,M,659.0,1309.0,1934.0,2631
18863,23538,5529.0,35-44,M,943.0,1886.0,2829.0,4016
18864,12,3.0,20-22,M,451.0,912.0,1353.0,1871
18865,524,200.0,35-44,M,582.0,1143.0,1696.0,2362
18866,23922,4466.0,45-54,M,994.0,1938.0,2886.0,4048
18867,23923,1326.0,45-54,F,994.0,1939.0,2885.0,4048
18868,1628,430.0,23-34,M,602.0,1228.0,1851.0,2590
18869,11664,3279.0,35-44,M,819.0,1623.0,2419.0,3329
18870,6959,335.0,55+,M,769.0,1503.0,2200.0,3045
18871,12267,2866.0,23-34,M,834.0,1632.0,2406.0,3358
18872,24069,4898.0,23-34,M,1066.0,2035.0,2951.0,4059
18873,11122,3173.0,35-44,M,,1666.0,2411.0,3302
18874,10605,3066.0,35-44,M,886.0,1657.0,2397.0,3274
18875,17423,3880.0,23-34,M,928.0,1829.0,2691.0,3616
18876,2433,680.0,23-34,M,657.0,1280.0,1916.0,2692
18877,32143,394.0,20-22,F,1089.0,2517.0,3556.0,4971
18879,3506,734.0,45-54,M,695.0,1341.0,2022.0,2803
18880,13092,2719.0,45-54,M,833.0,1660.0,2447.0,3402
18913,13245,3083.0,23-34,M,845.0,1664.0,2463.0,3409
18914,3634,995.0,23-34,M,709.0,1376.0,2039.0,2815
18918,29391,6486.0,35-44,M,1111.0,2204.0,3250.0,4542
18919,1177,246.0,45-54,M,591.0,1192.0,1787.0,2512
18921,16035,3647.0,23-34,M,,1768.0,2602.0,3549
18923,30622,5752.0,23-34,M,1140.0,2279.0,3385.0,4714
18932,31030,5423.0,45-54,M,1159.0,2298.0,3405.0,4779
19008,6263,289.0,55+,M,,1445.0,2147.0,2999
19009,28038,6279.0,35-44,M,1121.0,2110.0,3118.0,4394
19010,19897,1234.0,55+,M,862.0,1786.0,2692.0,3766
19011,20168,4339.0,23-34,M,993.0,1938.0,2819.0,3782
19012,10784,2570.0,23-34,M,,1643.0,2406.0,3285
19013,23176,5476.0,35-44,M,993.0,1925.0,2859.0,3991
19014,2815,777.0,23-34,M,622.0,1278.0,1922.0,2735
19015,14168,3267.0,23-34,M,851.0,1674.0,2478.0,3456
19016,4445,1490.0,35-44,M,685.0,1358.0,2033.0,2879
19017,16839,3785.0,23-34,M,951.0,1782.0,2627.0,3587
19018,7650,374.0,55+,M,785.0,1537.0,2246.0,3089
19025,3313,1144.0,35-44,M,672.0,1321.0,1971.0,2787
19026,22373,4238.0,45-54,M,889.0,1800.0,2733.0,3932
19027,6324,1657.0,23-34,M,736.0,1452.0,2162.0,3003
19028,458,175.0,35-44,M,596.0,1154.0,1701.0,2345
19029,9942,540.0,55+,M,,1576.0,2317.0,3237
19030,30793,5773.0,23-34,M,960.0,1888.0,3152.0,4742
19031,15121,3474.0,23-34,M,887.0,1717.0,2541.0,3504
19032,20884,5067.0,35-44,M,976.0,1824.0,2613.0,3829
19034,5798,1527.0,23-34,M,,1504.0,2196.0,2972
19035,11220,2673.0,23-34,M,841.0,1641.0,2410.0,3307
19036,10808,3103.0,35-44,M,791.0,1577.0,2366.0,3286
19037,11,2.0,20-22,M,446.0,905.0,1347.0,1869
19043,19925,3855.0,45-54,M,864.0,1788.0,2694.0,3768
19044,7817,2406.0,35-44,M,713.0,1441.0,2178.0,3102
19045,22375,4239.0,45-54,M,1072.0,2013.0,2876.0,3932
19046,967,273.0,23-34,M,612.0,1208.0,1788.0,2468
19047,3544,1214.0,35-44,M,728.0,1402.0,2046.0,2808
19048,18620,4664.0,35-44,M,902.0,1740.0,2600.0,3685
19050,1473,547.0,35-44,M,650.0,1249.0,1844.0,2566
19051,3218,872.0,23-34,M,652.0,1324.0,1968.0,2778
19056,9683,2353.0,23-34,M,825.0,1609.0,2355.0,3218
19057,4614,1228.0,23-34,M,,1447.0,2112.0,2892
19058,30672,5754.0,23-34,M,1138.0,2221.0,3222.0,4723
19059,27854,5404.0,23-34,M,1123.0,2128.0,3006.0,4374
19060,5579,1817.0,35-44,M,694.0,1390.0,2094.0,2960
19066,4332,910.0,45-54,M,744.0,1431.0,2082.0,2870
19067,18752,4119.0,23-34,M,1005.0,1869.0,2693.0,3695
19068,7565,1932.0,23-34,M,873.0,1573.0,2239.0,3084
19069,30854,5780.0,23-34,M,,2093.0,3228.0,4751
19071,22989,5450.0,35-44,M,1063.0,2021.0,2943.0,3979
19072,33062,6013.0,23-34,M,1211.0,2347.0,3517.0,5207
19073,23403,5507.0,35-44,M,901.0,1855.0,2822.0,4008
19074,10364,433.0,16-19,M,744.0,1493.0,2306.0,3260
19075,700,196.0,23-34,M,572.0,1148.0,1725.0,2412
19076,30948,1951.0,55+,M,1263.0,2569.0,3555.0,4766
19077,857,243.0,23-34,M,610.0,1212.0,1794.0,2449
19078,7313,2289.0,35-44,M,786.0,1499.0,2206.0,3067
19079,16889,4373.0,35-44,M,1047.0,1896.0,2694.0,3589
19080,6932,295.0,16-19,M,824.0,1543.0,2269.0,3043
19081,10360,3005.0,35-44,M,799.0,1566.0,2320.0,3259
19082,9873,536.0,55+,M,880.0,1680.0,2441.0,3232
19083,3759,1024.0,23-34,M,651.0,1300.0,1995.0,2826
19084,9737,2366.0,23-34,M,789.0,1533.0,2263.0,3223
19089,212,61.0,23-34,M,535.0,1073.0,1593.0,2213
19090,6053,1595.0,23-34,M,689.0,1396.0,2130.0,2988
19091,18093,4001.0,23-34,M,868.0,1675.0,2507.0,3654
19092,29385,6484.0,35-44,M,1064.0,2098.0,3105.0,4541
19093,22239,4224.0,45-54,M,,1908.0,2807.0,3924
19094,17044,1038.0,55+,M,885.0,1750.0,2600.0,3596
19095,11457,2722.0,23-34,M,,1545.0,2336.0,3319
19096,1764,356.0,45-54,M,636.0,1241.0,1848.0,2612
19097,2387,663.0,23-34,M,755.0,1372.0,1979.0,2687
19098,12026,687.0,55+,M,786.0,1580.0,2382.0,3347
19099,10053,2944.0,35-44,M,831.0,1612.0,2387.0,3243
19103,8241,2080.0,23-34,M,790.0,1533.0,2261.0,3130
19104,3084,1065.0,35-44,M,720.0,1381.0,2018.0,2765
19105,8210,2073.0,23-34,M,788.0,1532.0,2258.0,3128
19106,11986,3342.0,35-44,M,821.0,1625.0,2416.0,3345
19107,1325,269.0,45-54,M,647.0,1260.0,1849.0,2538
19108,29384,6483.0,35-44,M,1063.0,2096.0,3104.0,4541
19109,13171,3588.0,35-44,M,812.0,1624.0,2432.0,3406
19110,8368,2112.0,23-34,M,804.0,1554.0,2291.0,3138
19113,21795,4161.0,45-54,M,882.0,1814.0,2754.0,3893
19114,6673,2105.0,35-44,M,,1430.0,2158.0,3027
19115,21743,4554.0,23-34,M,,1858.0,2793.0,3890
19116,5414,1129.0,45-54,M,723.0,1441.0,2141.0,2950
19117,14407,483.0,20-22,M,873.0,1689.0,2493.0,3469
19118,5207,1384.0,23-34,M,729.0,1431.0,2120.0,2934
19119,4571,1217.0,23-34,M,656.0,1325.0,2003.0,2890
19121,325,98.0,23-34,M,535.0,1087.0,1632.0,2277
19122,2996,819.0,23-34,M,712.0,1386.0,2018.0,2756
19123,7939,2022.0,23-34,M,826.0,1560.0,2277.0,3111
19124,9621,2343.0,23-34,M,,1573.0,2314.0,3214
19125,17718,114.0,16-19,F,891.0,1758.0,2610.0,3632
19126,12984,528.0,16-19,M,941.0,1784.0,2573.0,3397
19127,27330,4922.0,45-54,M,1079.0,2067.0,2978.0,4326
19128,9587,2822.0,35-44,M,825.0,1618.0,2326.0,3212
19129,7070,2213.0,35-44,M,760.0,1488.0,2205.0,3053
19131,33481,7099.0,35-44,M,1196.0,2415.0,3624.0,5391
19132,7473,275.0,20-22,M,,1542.0,2261.0,3078
19133,28267,6305.0,35-44,M,1032.0,2008.0,2967.0,4418
19134,10997,3146.0,35-44,M,930.0,1712.0,2464.0,3298
19138,14267,3286.0,23-34,M,842.0,1684.0,2491.0,3461
19140,30378,6637.0,35-44,M,1140.0,2199.0,3196.0,4677
19141,7383,272.0,20-22,M,,1542.0,2262.0,3072
19142,16687,4326.0,35-44,M,917.0,1776.0,2598.0,3580
19143,19039,709.0,16-19,M,863.0,1708.0,2600.0,3712
19146,17435,3460.0,45-54,M,873.0,1728.0,2591.0,3617
19147,8134,2058.0,23-34,M,738.0,1479.0,2232.0,3123
19148,16900,3795.0,23-34,M,929.0,1806.0,2636.0,3590
19149,18999,584.0,20-22,M,861.0,1707.0,2597.0,3710
19150,5856,1544.0,23-34,M,719.0,1413.0,2113.0,2975
19151,13683,3684.0,35-44,M,817.0,1634.0,2452.0,3431
19152,321,96.0,23-34,M,537.0,1091.0,1625.0,2273
19153,3672,1249.0,35-44,M,680.0,1353.0,2017.0,2819
19154,22933,5444.0,35-44,M,,1799.0,2706.0,3974
19155,2240,603.0,23-34,M,661.0,1304.0,1928.0,2672
19156,10116,2954.0,35-44,M,763.0,1526.0,2267.0,3247
19884,9963,2409.0,23-34,M,936.0,1709.0,2435.0,3238
19885,3065,114.0,20-22,M,748.0,1416.0,2040.0,2763
19886,19983,163.0,20-22,F,993.0,1925.0,2774.0,3771
19887,5541,240.0,16-19,M,,1332.0,2071.0,2957
19960,15633,3561.0,23-34,M,868.0,1696.0,2526.0,3530
20201,7883,1678.0,45-54,M,757.0,1484.0,2223.0,3107
20302,15964,4163.0,35-44,M,749.0,1595.0,2507.0,3546
20415,5801,1529.0,23-34,M,790.0,1516.0,2198.0,2972
20416,11289,2686.0,23-34,M,848.0,1660.0,2433.0,3311
20417,3618,989.0,23-34,M,696.0,1372.0,2029.0,2814
20418,9711,2360.0,23-34,M,,1530.0,2362.0,3220
20419,1133,312.0,23-34,M,634.0,1247.0,1829.0,2503
20420,17647,1076.0,55+,M,902.0,1731.0,2641.0,3628
20421,9365,335.0,20-22,M,,1586.0,2350.0,3197
20422,28526,5502.0,23-34,M,1067.0,2126.0,3202.0,4446
20423,14154,3264.0,23-34,M,,1767.0,2590.0,3456
20425,4406,1476.0,35-44,M,724.0,1408.0,2076.0,2875
20426,1751,653.0,35-44,M,625.0,1236.0,1854.0,2610
20427,27294,716.0,20-22,M,1067.0,2045.0,3003.0,4322
20428,7499,276.0,20-22,M,783.0,1511.0,2217.0,3079
20429,6102,1957.0,35-44,M,721.0,1411.0,2108.0,2990
20430,29328,5604.0,23-34,M,1100.0,2168.0,3215.0,4534
20431,8418,2551.0,35-44,M,773.0,1514.0,2244.0,3141
20432,21160,4471.0,23-34,M,,1861.0,2768.0,3849
20433,18363,695.0,16-19,M,873.0,1716.0,2628.0,3670
20434,30390,5732.0,23-34,M,1055.0,2168.0,3243.0,4679
20435,6409,1338.0,45-54,M,775.0,1481.0,2183.0,3009
20436,616,118.0,45-54,M,583.0,1153.0,1712.0,2387
20438,21275,4095.0,45-54,M,926.0,1816.0,2705.0,3855
20439,11832,2802.0,23-34,M,,1675.0,2442.0,3337
20440,9575,2821.0,35-44,M,,1003.0,2019.0,3211
20441,11436,2717.0,23-34,M,824.0,1597.0,2389.0,3318
20442,9685,2853.0,35-44,M,786.0,1541.0,2299.0,3218
20443,11522,3257.0,35-44,M,747.0,1515.0,2305.0,3322
20444,4486,945.0,45-54,M,735.0,1421.0,2085.0,2883
20445,25840,5136.0,23-34,M,1043.0,2033.0,3014.0,4194
20446,7469,1578.0,45-54,M,856.0,1564.0,2260.0,3078
20447,16415,3279.0,45-54,M,984.0,1837.0,2638.0,3565
20448,30704,5393.0,45-54,M,1184.0,2310.0,3395.0,4729
20449,1073,220.0,45-54,M,633.0,1228.0,1804.0,2490
20450,27208,6159.0,35-44,M,1057.0,2019.0,2947.0,4315
20451,31530,5855.0,23-34,M,1166.0,2287.0,3356.0,4853
20452,27702,5387.0,23-34,M,1041.0,2064.0,3038.0,4357
20453,267,46.0,45-54,M,558.0,1099.0,1619.0,2243
20454,1794,473.0,23-34,M,668.0,1293.0,1899.0,2617
20455,10957,388.0,20-22,M,823.0,1596.0,2388.0,3295
20456,9600,511.0,55+,M,748.0,1498.0,2265.0,3213
20458,13627,3165.0,23-34,M,835.0,1647.0,2461.0,3428
20459,2817,587.0,45-54,M,670.0,1323.0,1968.0,2735
20460,13253,3084.0,23-34,M,955.0,1778.0,2538.0,3409
20461,1961,76.0,20-22,M,674.0,1293.0,1913.0,2643
20462,16017,3643.0,23-34,M,911.0,1764.0,2593.0,3548
20465,16272,3249.0,45-54,M,781.0,1651.0,2538.0,3560
20466,23559,1738.0,35-44,F,964.0,1909.0,2863.0,4018
20468,15096,499.0,20-22,M,887.0,1725.0,2558.0,3502
20469,17244,3855.0,23-34,M,895.0,1735.0,2577.0,3606
20470,5124,1679.0,35-44,M,727.0,1444.0,2122.0,2930
20471,14004,3234.0,23-34,M,909.0,1750.0,2569.0,3449
20472,371,136.0,35-44,M,562.0,1127.0,1670.0,2305
20473,7535,2339.0,35-44,M,760.0,1497.0,2217.0,3082
20474,3841,801.0,45-54,M,727.0,1400.0,2059.0,2833
20475,21454,624.0,20-22,M,1087.0,2026.0,2910.0,3868
20476,15740,4114.0,35-44,M,872.0,1731.0,2543.0,3535
20477,12986,3563.0,35-44,M,862.0,1669.0,2457.0,3397
20478,12383,3434.0,35-44,M,831.0,1611.0,,3365
20479,20200,4344.0,23-34,M,902.0,1814.0,2673.0,3785
20480,14512,3875.0,35-44,M,858.0,1706.0,2534.0,3473
20481,18136,3586.0,45-54,M,846.0,1682.0,2541.0,3657
20482,4223,1417.0,35-44,M,739.0,1419.0,2082.0,2862
20483,15759,3175.0,45-54,M,912.0,1747.0,2568.0,3536
20484,16345,3697.0,23-34,M,908.0,1749.0,2570.0,3563
20486,29797,6550.0,35-44,M,1129.0,2226.0,3155.0,4590
20487,29362,5202.0,45-54,M,976.0,1879.0,2766.0,4538
20488,1959,729.0,35-44,M,675.0,1303.0,1919.0,2643
20604,31307,5454.0,45-54,M,1192.0,2272.0,3320.0,4817
20672,9952,2131.0,45-54,M,689.0,1435.0,2237.0,3237
20690,7940,1691.0,45-54,M,781.0,1531.0,2261.0,3111
20691,10890,3117.0,35-44,M,789.0,1548.0,2305.0,3291
20692,30882,3373.0,23-34,F,1122.0,2207.0,3293.0,4753
20695,15950,521.0,20-22,M,856.0,1706.0,2543.0,3545
20697,6726,246.0,20-22,M,859.0,1568.0,2218.0,3030
20698,7106,2227.0,35-44,M,816.0,1569.0,2287.0,3055
20700,26971,6104.0,35-44,M,947.0,1889.0,2732.0,4293
20701,7524,1924.0,23-34,M,744.0,1493.0,2216.0,3081
20724,8968,1921.0,45-54,M,790.0,1562.0,2304.0,3176
20725,398,149.0,35-44,M,541.0,1103.0,1664.0,2316
20734,2212,806.0,35-44,M,657.0,1295.0,1909.0,2669
20743,26424,2572.0,23-34,F,1052.0,2100.0,3099.0,4245
20744,4592,1537.0,35-44,M,753.0,1457.0,2128.0,2891
20745,8826,1893.0,45-54,M,783.0,1536.0,2322.0,3167
20746,11186,2659.0,23-34,M,,1740.0,2484.0,3306
20748,5256,1102.0,45-54,M,713.0,1399.0,2088.0,2938
20749,4635,1546.0,35-44,M,721.0,1399.0,2082.0,2894
20751,12547,511.0,16-19,M,836.0,1655.0,2444.0,3374
20752,13194,2740.0,45-54,M,817.0,1632.0,2432.0,3407
20753,14137,3261.0,23-34,M,,1767.0,2588.0,3455
20754,24979,5022.0,23-34,M,1008.0,1951.0,2914.0,4125
20755,2393,501.0,45-54,M,701.0,1334.0,1952.0,2687
20756,21903,4583.0,23-34,M,,1936.0,2823.0,3900
20757,12103,2837.0,23-34,M,804.0,1621.0,2450.0,3352
20759,2693,742.0,23-34,M,,1333.0,1965.0,2721
20760,12750,521.0,16-19,M,872.0,1674.0,2438.0,3384
20761,15743,3580.0,23-34,M,894.0,1714.0,2535.0,3535
20762,16546,4293.0,35-44,M,886.0,1719.0,2548.0,3572
20763,22731,5410.0,35-44,M,1023.0,1956.0,2869.0,3959
20764,7324,1546.0,45-54,M,,1483.0,2209.0,3068
20765,6309,2015.0,35-44,M,748.0,1459.0,2155.0,3002
20795,1349,73.0,16-19,M,691.0,1295.0,1869.0,2541
20796,2547,708.0,23-34,M,673.0,1327.0,1961.0,2707
20797,844,166.0,45-54,M,621.0,1220.0,1789.0,2447
20798,21045,5091.0,35-44,M,1003.0,1895.0,2784.0,3841
20799,26439,1669.0,55+,M,1074.0,2093.0,3084.0,4246
20806,30462,5739.0,23-34,M,1120.0,2187.0,3209.0,4692
20807,1128,232.0,45-54,M,625.0,1225.0,1796.0,2502
20808,17449,4461.0,35-44,M,931.0,1803.0,2647.0,3617
20809,8044,2038.0,23-34,M,756.0,1476.0,2212.0,3117
20810,21841,5252.0,35-44,M,933.0,1788.0,2705.0,3896
20811,18163,561.0,20-22,M,986.0,1899.0,2683.0,3658
20812,26219,5185.0,23-34,M,1099.0,2116.0,3092.0,4227
20813,16755,1135.0,23-34,F,871.0,1726.0,2574.0,3584
20814,7573,2347.0,35-44,M,784.0,1520.0,2246.0,3084
20815,21498,4520.0,23-34,M,,1811.0,2734.0,3872
20816,10292,2199.0,45-54,M,817.0,1616.0,2388.0,3255
20817,18344,4051.0,23-34,M,941.0,1789.0,2653.0,3669
20818,898,253.0,23-34,M,578.0,1154.0,1731.0,2456
20821,3453,942.0,23-34,M,647.0,1321.0,1998.0,2799
20822,2674,86.0,55+,M,648.0,1296.0,1935.0,2720
20823,26290,2543.0,23-34,F,1079.0,2089.0,3075.0,4234
20848,15491,4062.0,35-44,M,863.0,1693.0,2532.0,3522
20849,2854,595.0,45-54,M,710.0,1352.0,1983.0,2741
20850,6550,278.0,16-19,M,824.0,1553.0,2233.0,3018
20851,15862,959.0,55+,M,913.0,1760.0,2547.0,3541
20852,21500,5185.0,35-44,M,1050.0,1981.0,2825.0,3872
20853,16239,524.0,20-22,M,,1727.0,2563.0,3558
20854,19201,4183.0,23-34,M,,1835.0,2671.0,3722
20855,31293,5450.0,45-54,M,1133.0,2226.0,3226.0,4814
20856,13381,2780.0,45-54,M,822.0,1620.0,2427.0,3415
20857,29712,5249.0,45-54,M,,2051.0,3069.0,4581
20858,17643,4483.0,35-44,M,900.0,1752.0,2616.0,3628
20859,4848,1610.0,35-44,M,728.0,1417.0,2110.0,2910
20860,5396,1764.0,35-44,M,719.0,1443.0,2155.0,2949
20861,666,187.0,23-34,M,588.0,1188.0,1756.0,2399
20862,9014,467.0,55+,M,693.0,1434.0,2201.0,3178
20863,5986,1253.0,45-54,M,768.0,1496.0,2193.0,2983
20864,28524,5501.0,23-34,M,,2090.0,3069.0,4446
20867,11184,2658.0,23-34,M,811.0,1590.0,2357.0,3306
20869,1828,686.0,35-44,M,694.0,1316.0,1915.0,2621
20870,5190,1700.0,35-44,M,689.0,1387.0,2078.0,2934
20872,3105,119.0,20-22,M,,1382.0,2040.0,2767
20882,28273,6306.0,35-44,M,910.0,1923.0,3024.0,4419
20883,20076,3880.0,45-54,M,911.0,1773.0,2657.0,3777
20884,1874,498.0,23-34,M,,1335.0,1929.0,2629
20885,21156,1732.0,23-34,F,929.0,1875.0,2788.0,3849
20886,17905,3968.0,23-34,M,,1838.0,2685.0,3642
20887,31744,6862.0,35-44,M,1083.0,2163.0,3282.0,4891
20888,8725,2618.0,35-44,M,691.0,1452.0,2246.0,3161
20889,8903,318.0,20-22,M,811.0,1591.0,2353.0,3172
20890,12011,686.0,55+,M,910.0,1685.0,2439.0,3347
20891,4276,1434.0,35-44,M,693.0,1362.0,2028.0,2866
20892,20699,4417.0,23-34,M,950.0,1827.0,2719.0,3816
20893,20,9.0,23-34,M,464.0,937.0,1395.0,1931
20894,19741,729.0,16-19,M,1009.0,1878.0,2725.0,3755
20895,4532,1207.0,23-34,M,671.0,1372.0,2057.0,2887
20896,25333,5081.0,23-34,M,1088.0,2087.0,3061.0,4153
20907,14866,3944.0,35-44,M,,1700.0,2523.0,3490
20908,9129,1963.0,45-54,M,716.0,1451.0,2234.0,3185
20909,24024,4890.0,23-34,M,,1995.0,2958.0,4056
20910,8459,429.0,55+,M,,1578.0,2284.0,3144
20911,15470,3535.0,23-34,M,982.0,1811.0,2599.0,3521
20912,4453,171.0,20-22,M,708.0,1401.0,2084.0,2879
20913,28093,932.0,16-19,M,1085.0,2106.0,3082.0,4403
20914,21213,5122.0,35-44,M,1013.0,1929.0,2827.0,3851
